,Date,ETP journali�re (mm),Temperature (MAX) (�C),Temperature (MIN) (�C),Temperature (MOY) (�C),Relative Humidity (MAX) (% RH),Relative Humidity (MIN) (% RH),Relative Humidity (MOY) (% RH),Pyranometer (SOM) (W/m�)
336,03/12/18,1.97,22.4,7.6,13.9,86.8,35.2,65.4,14321.7
337,04/12/18,2.07,21.7,6.8,13.5,83.0,31.1,62.0,14297.5
338,05/12/18,2.12,22.8,6.8,15.1,82.2,27.0,50.4,14300.5
339,06/12/18,2.18,22.3,7.5,13.8,79.8,25.8,55.9,14312.0
340,07/12/18,2.08,20.8,7.2,12.8,81.8,28.4,56.9,14343.0
341,08/12/18,2.09,21.5,4.6,11.9,72.9,16.2,48.9,14496.7
342,09/12/18,2.04,21.0,5.6,12.2,81.7,18.3,50.1,14008.9
343,10/12/18,1.99,20.2,6.5,12.5,69.3,24.6,49.7,14084.7
344,11/12/18,2.03,16.5,4.0,10.2,100.0,30.7,66.5,13250.7
345,12/12/18,1.72,14.6,1.4,7.4,100.0,53.8,85.0,13566.6
346,13/12/18,1.61,13.5,4.7,8.8,100.0,59.6,85.2,8562.7
347,14/12/18,1.23,9.2,2.3,6.2,98.9,69.3,90.0,9448.9
348,15/12/18,0.95,16.9,1.1,8.2,98.1,52.2,78.7,13785.2
349,16/12/18,1.71,17.1,6.4,11.1,93.3,44.4,72.1,13783.0
350,17/12/18,1.86,16.1,4.6,10.2,93.4,44.7,75.0,13903.4
351,18/12/18,1.79,18.6,5.0,11.7,80.5,32.8,59.6,13961.6
352,19/12/18,2.13,16.9,7.1,10.9,87.5,26.1,65.0,12626.4
353,20/12/18,1.7000000000000002,14.8,5.2,9.2,100.0,53.4,78.8,10829.2
354,21/12/18,1.34,15.6,4.0,9.2,100.0,45.2,76.0,13951.4
355,22/12/18,1.76,18.2,6.6,11.7,74.3,27.9,55.4,13921.8
356,23/12/18,1.97,17.4,4.4,10.7,88.4,37.0,60.0,13863.6
357,24/12/18,1.92,18.8,4.1,10.7,87.8,27.2,58.0,12940.3
358,25/12/18,1.85,18.8,6.5,11.5,73.3,27.9,49.9,10539.2
359,26/12/18,1.53,19.6,3.8,10.5,81.3,21.3,52.3,14125.9
360,27/12/18,1.95,17.9,3.6,9.4,69.5,24.6,46.1,13143.8
361,28/12/18,1.77,15.1,2.5,8.0,97.0,23.1,61.9,14372.1
362,29/12/18,1.73,11.8,0.0,6.0,96.7,48.2,75.6,13651.3
363,30/12/18,1.57,13.1,3.9,8.5,76.0,35.6,55.2,13919.6
364,31/12/18,1.78,15.5,1.0,7.8,76.2,26.0,51.7,14205.8
365,01/01/19,1.84,15.9,3.2,8.7,76.1,26.5,48.8,14156.7
366,02/01/19,1.94,14.2,1.8,7.2,68.2,25.0,51.5,10630.8
367,03/01/19,1.38,14.1,1.2,6.7,70.5,19.1,43.9,14593.4
368,04/01/19,1.89,15.6,1.1,7.1,62.5,22.2,45.9,14435.3
369,05/01/19,1.85,15.9,1.8,8.2,66.8,17.2,47.1,14441.7
370,06/01/19,1.98,16.0,2.8,8.5,66.9,14.8,41.3,14801.0
371,07/01/19,2.09,15.4,1.2,7.8,63.2,17.6,43.4,14734.8
372,08/01/19,1.99,14.0,0.9,5.9,62.0,26.3,46.9,14908.9
373,09/01/19,1.9,14.8,2.0,7.4,63.9,21.2,45.5,14669.8
374,10/01/19,1.97,13.1,1.8,7.0,83.6,24.7,49.4,14400.3
375,11/01/19,1.9,12.1,0.1,5.4,83.1,36.0,62.3,14644.0
376,12/01/19,1.72,14.2,0.9,6.5,79.2,32.4,54.7,14866.3
377,13/01/19,1.86,15.9,1.7000000000000002,8.5,77.2,25.0,50.8,14871.6
378,14/01/19,2.04,15.8,1.8,8.1,79.5,25.2,52.5,14953.0
379,15/01/19,1.97,12.8,0.7000000000000001,5.9,93.2,38.3,67.3,14516.5
380,16/01/19,1.73,11.6,-1.9,4.8,95.7,52.1,79.4,13530.3
381,17/01/19,1.55,9.5,2.1,6.3,95.8,55.0,77.9,8995.5
382,18/01/19,1.11,9.8,1.6,6.1,99.9,68.9,90.2,8695.7
383,19/01/19,0.99,8.2,5.6,6.8,96.8,73.7,88.7,2742.7
384,20/01/19,0.42,9.2,5.6,7.6,100.0,85.6,94.2,4066.0
385,21/01/19,0.44,7.4,4.0,5.2,97.5,74.1,90.0,9712.9
386,22/01/19,0.91,7.8,2.0,4.8,97.2,66.9,85.5,9906.5
387,23/01/19,1.04,8.0,4.6,6.4,96.5,75.4,89.2,7519.2
388,24/01/19,0.79,10.3,4.4,7.7,99.3,80.9,92.1,7719.6
389,25/01/19,0.84,15.3,1.4,7.7,99.9,51.0,84.0,16268.1
390,26/01/19,1.97,16.5,3.5,9.9,99.1,51.1,78.4,16236.0
391,27/01/19,2.13,11.9,3.7,8.6,99.4,52.3,82.8,14524.3
392,28/01/19,1.72,12.2,5.2,7.9,98.3,69.0,86.7,15489.2
393,29/01/19,1.74,12.6,2.6,7.3,100.0,68.3,90.6,14528.4
394,30/01/19,1.67,11.4,3.1,7.8,98.5,64.4,85.7,14030.9
395,31/01/19,1.58,12.5,5.0,8.7,100.0,57.3,84.3,14669.3
396,01/02/19,1.74,11.6,5.8,8.5,100.0,68.2,82.6,10581.3
397,02/02/19,1.38,6.6,3.0,4.9,100.0,79.5,92.8,4839.7
398,03/02/19,0.52,9.2,0.7000000000000001,4.0,97.9,50.3,81.9,17713.2
399,04/02/19,1.84,15.7,-0.0999999999999999,6.6,97.3,16.3,53.2,18279.9
400,05/02/19,2.52,17.4,4.5,10.5,78.7,24.0,49.0,17824.3
401,06/02/19,2.62,18.8,4.8,10.9,82.7,17.8,54.3,17556.1
402,07/02/19,2.53,15.7,3.2,9.0,94.5,48.3,73.3,17319.3
403,08/02/19,2.27,16.4,3.5,9.8,93.1,47.5,73.4,17636.3
404,09/02/19,2.33,17.8,4.3,10.7,92.7,32.0,63.6,18135.5
405,10/02/19,2.5700000000000003,17.8,5.2,11.3,91.1,23.3,55.6,18253.6
406,11/02/19,2.63,16.4,1.1,9.2,90.0,41.0,65.7,18697.7
407,12/02/19,2.41,18.0,2.9,10.0,82.4,23.8,63.2,18834.1
408,13/02/19,2.56,19.7,8.0,13.4,73.5,21.1,46.4,19066.2
409,14/02/19,2.91,20.6,6.5,13.2,70.1,17.5,40.7,19169.5
410,15/02/19,3.0,19.2,6.5,12.6,65.3,22.4,46.0,18866.4
411,16/02/19,2.77,16.3,8.0,11.8,56.8,21.6,40.4,12612.0
412,17/02/19,2.04,15.3,6.6,10.9,77.2,31.3,53.1,16596.6
413,18/02/19,2.26,14.0,3.5,8.7,98.2,40.1,66.3,6189.3
414,19/02/19,1.15,10.5,2.7,6.5,98.1,73.9,86.7,17220.6
415,20/02/19,1.82,13.4,2.7,8.6,98.8,41.1,72.3,17903.7
416,21/02/19,2.24,16.3,6.8,11.5,79.7,34.2,54.7,19421.3
417,22/02/19,2.73,17.6,4.1,11.0,81.7,32.0,56.2,20516.0
418,23/02/19,2.96,18.4,2.6,10.7,80.0,18.8,54.7,20379.4
419,24/02/19,2.91,18.4,4.5,11.8,78.1,22.9,45.2,21258.6
420,25/02/19,3.16,17.4,5.5,12.1,61.0,22.5,40.3,21447.8
421,26/02/19,3.11,17.9,6.0,11.9,56.4,22.4,38.6,21400.5
422,27/02/19,3.14,17.4,5.2,11.3,67.2,25.7,43.5,21640.1
423,28/02/19,3.12,16.8,2.7,9.9,78.9,24.2,53.1,21650.4
424,01/03/19,3.03,17.1,4.6,10.5,95.2,37.4,71.2,21084.2
425,02/03/19,2.87,15.8,3.8,9.2,100.0,57.9,83.2,20764.1
426,03/03/19,2.66,18.1,4.3,11.5,94.0,38.4,71.0,20120.1
427,04/03/19,2.86,16.3,4.9,10.1,100.0,65.1,86.3,21443.4
428,05/03/19,2.72,19.9,4.7,12.8,99.0,37.6,64.3,19224.3
429,06/03/19,2.86,16.4,7.2,11.6,100.0,37.9,66.1,16646.6
430,07/03/19,2.39,10.4,3.1,6.6,100.0,66.7,91.6,13195.5
431,08/03/19,1.46,11.4,2.4,7.4,98.7,63.3,85.7,12922.9
432,09/03/19,1.57,15.5,2.5,9.7,100.0,45.7,66.7,22935.1
433,10/03/19,3.01,20.5,8.3,14.2,64.8,21.5,43.6,23195.6
434,11/03/19,3.74,19.8,6.4,13.6,65.9,25.9,46.2,23818.9
435,12/03/19,3.61,22.5,8.9,16.0,73.0,20.8,43.7,23882.2
436,13/03/19,3.97,18.5,7.6,12.7,94.7,34.0,65.7,23416.4
437,14/03/19,3.34,19.5,4.0,12.1,86.0,23.7,50.9,24581.9
438,15/03/19,3.69,22.2,8.0,15.7,62.8,22.7,39.8,23997.8
439,16/03/19,3.94,23.6,10.8,16.8,65.8,16.5,32.4,23687.4
440,17/03/19,4.11,20.9,9.8,15.3,59.5,18.8,38.5,21173.3
441,18/03/19,3.5,17.0,6.3,11.9,77.2,24.5,54.8,24266.1
442,19/03/19,3.47,17.3,3.5,10.8,83.3,36.3,59.4,24658.1
443,20/03/19,3.42,14.9,4.1,9.7,86.6,35.1,58.6,25073.6
444,21/03/19,3.4,14.0,6.0,10.3,61.6,36.3,45.9,25617.1
445,22/03/19,3.73,16.8,5.6,12.0,56.9,30.0,43.1,25445.9
446,23/03/19,3.92,18.8,9.4,14.1,57.2,30.8,42.6,18980.2
447,24/03/19,3.6,18.2,9.8,13.8,75.2,34.4,55.6,17621.3
448,25/03/19,2.84,22.2,13.1,18.2,56.9,26.1,39.5,17768.3
449,26/03/19,4.09,22.5,10.8,17.3,74.5,24.6,43.5,16937.0
450,27/03/19,3.82,12.7,6.7,10.1,98.1,64.5,80.5,12581.2
451,28/03/19,1.62,18.0,6.7,12.7,84.9,47.4,63.9,22420.3
452,29/03/19,3.24,20.0,8.6,14.8,95.4,38.6,65.0,22993.6
453,30/03/19,3.76,19.8,10.1,13.2,100.0,41.3,76.3,10588.8
454,31/03/19,1.84,11.5,8.4,9.9,98.1,73.0,87.7,5685.7
455,01/04/19,0.68,14.7,6.2,10.3,98.2,58.2,80.9,18654.4
456,02/04/19,2.48,16.5,5.2,11.0,99.5,62.6,82.6,21776.3
457,03/04/19,2.93,19.8,8.2,13.8,91.7,35.2,64.8,19607.4
458,04/04/19,3.12,10.6,5.9,7.7,100.0,86.0,97.9,3403.4
459,05/04/19,0.29,11.2,3.8,6.7,100.0,62.2,84.9,15025.8
460,06/04/19,1.62,10.7,2.9,6.4,94.7,53.5,78.3,20081.6
461,07/04/19,2.26,14.2,5.2,9.0,98.2,52.9,74.5,19185.1
462,08/04/19,2.5,15.2,4.3,10.4,98.9,56.7,81.6,18030.5
463,09/04/19,2.44,15.0,6.2,10.7,96.3,62.4,79.0,20124.1
464,10/04/19,2.66,14.5,5.9,9.4,97.8,55.5,76.7,27598.4
465,11/04/19,3.43,14.0,2.5,8.9,97.7,60.4,79.0,20284.0
466,12/04/19,2.62,15.4,4.6,9.7,98.0,34.7,72.5,26124.5
467,13/04/19,3.44,18.4,3.8,11.2,92.6,36.3,63.7,28594.2
468,14/04/19,4.05,24.2,6.8,16.3,74.8,22.4,46.4,28073.2
469,15/04/19,4.71,23.6,10.5,17.1,88.6,28.8,52.3,25907.5
470,16/04/19,4.4,26.3,7.7,17.7,95.2,20.3,56.4,28104.7
471,17/04/19,4.95,26.9,10.8,16.6,100.0,14.4,58.1,17495.4
472,18/04/19,3.53,13.6,7.9,10.2,100.0,67.1,91.1,9309.2
473,19/04/19,1.18,13.4,4.1,9.0,98.9,53.9,83.3,18376.7
474,20/04/19,2.23,13.3,7.5,9.2,99.8,61.7,88.3,11124.0
475,21/04/19,1.46,12.7,6.5,9.4,100.0,59.8,87.9,15376.1
476,22/04/19,1.86,14.3,8.0,10.5,100.0,66.6,86.9,15465.0
477,23/04/19,1.91,12.9,5.1,8.8,100.0,69.3,91.5,7861.9
478,24/04/19,0.97,15.2,4.9,9.7,98.5,52.9,75.8,22499.6
479,25/04/19,2.85,17.3,4.1,11.5,100.0,60.2,84.1,22260.7
480,26/04/19,3.13,17.3,8.6,11.7,100.0,64.4,90.9,19622.6
481,27/04/19,2.54,23.4,7.4,16.9,98.8,43.0,68.6,28845.0
482,28/04/19,4.51,26.7,11.9,20.5,77.6,29.0,49.2,24883.3
483,29/04/19,4.95,25.5,13.2,20.5,80.8,32.5,48.9,28730.8
484,30/04/19,5.07,25.2,9.1,18.2,92.7,24.5,53.7,29521.4
485,01/05/19,4.96,25.5,13.7,20.3,63.4,30.1,43.5,18519.4
486,02/05/19,3.93,20.7,13.7,17.0,96.8,38.3,64.4,12572.2
487,03/05/19,2.3,19.8,10.2,15.3,98.2,58.0,81.8,23943.2
488,04/05/19,3.55,20.9,10.2,15.0,99.6,53.5,82.5,25565.3
489,05/05/19,3.68,22.9,10.3,16.5,82.4,34.3,58.8,30147.1
490,06/05/19,4.79,23.9,7.8,16.7,88.4,31.2,64.1,29726.3
491,07/05/19,4.73,25.8,9.4,18.2,82.1,35.2,60.0,29473.5
492,08/05/19,4.88,23.9,8.9,16.9,92.7,42.2,68.5,29636.3
493,09/05/19,4.75,24.2,8.1,16.8,96.0,39.6,66.3,30302.9
494,10/05/19,4.87,25.3,9.8,18.3,88.1,37.6,65.6,29811.3
495,11/05/19,4.91,28.7,11.3,20.8,91.1,32.8,62.0,29743.1
496,12/05/19,5.19,31.9,15.2,25.3,67.2,16.3,36.7,30877.9
497,13/05/19,6.11,32.4,17.6,25.4,49.0,12.6,27.8,30136.8
498,14/05/19,5.92,30.9,17.9,24.5,41.2,11.4,24.6,30435.1
499,15/05/19,5.73,29.9,15.5,23.0,53.7,14.0,29.5,31092.8
500,16/05/19,6.01,29.3,13.7,21.4,53.9,15.8,33.9,30402.7
501,17/05/19,5.7,21.9,9.4,15.1,92.3,24.9,54.4,28519.6
502,18/05/19,4.37,19.7,5.2,12.7,82.0,25.6,50.9,28878.3
503,19/05/19,4.36,19.4,5.0,12.7,91.6,40.7,66.0,28978.6
504,20/05/19,4.2,21.3,7.1,14.8,91.6,41.7,70.4,30370.2
505,21/05/19,4.49,23.0,8.5,15.9,97.7,34.0,68.3,31231.2
506,22/05/19,4.79,25.4,8.2,17.7,89.9,28.5,57.6,29096.9
507,23/05/19,4.85,28.0,10.5,20.1,84.5,25.6,53.9,30267.1
508,24/05/19,5.3,24.7,11.5,18.2,86.1,27.5,58.1,28924.5
509,25/05/19,4.95,24.3,9.1,17.7,87.2,26.1,54.0,31073.9
510,26/05/19,5.17,25.6,13.3,19.8,69.0,21.8,40.0,31397.7
511,27/05/19,5.71,27.5,13.1,20.7,53.2,21.0,37.1,31355.1
512,28/05/19,5.57,28.8,13.5,22.1,67.7,24.8,41.8,30922.5
513,29/05/19,5.68,30.8,13.3,23.1,67.4,21.7,39.1,30743.5
514,30/05/19,5.87,29.4,17.3,23.6,53.5,24.4,37.6,30909.9
515,31/05/19,5.96,30.4,18.4,25.8,49.5,20.9,29.2,30841.0
516,01/06/19,6.53,30.5,16.6,24.7,50.2,16.1,29.4,31418.6
517,02/06/19,6.18,32.4,17.6,25.5,41.4,11.4,24.3,31797.1
518,03/06/19,6.43,32.4,15.9,25.0,58.3,14.3,29.2,30648.5
519,04/06/19,6.18,27.8,13.9,20.7,92.9,26.2,46.6,30035.2
520,05/06/19,5.43,18.4,9.6,14.7,95.3,59.7,74.8,18105.6
521,06/06/19,2.81,23.0,7.7,15.1,86.5,41.1,62.5,30683.5
522,07/06/19,4.76,22.5,8.8,15.9,87.2,29.9,60.4,30840.4
523,08/06/19,4.76,25.9,9.5,18.1,89.9,37.9,59.9,30680.6
524,09/06/19,5.23,23.0,10.3,16.5,83.2,34.9,57.9,30585.9
525,10/06/19,4.91,22.0,6.1,14.4,91.6,37.9,65.9,30786.1
526,11/06/19,4.62,24.1,7.5,16.1,90.1,28.9,61.2,31355.8
527,12/06/19,4.96,26.3,9.9,18.6,80.0,27.7,53.1,29593.0
528,13/06/19,5.09,23.3,11.7,16.8,99.7,49.9,74.2,25424.8
529,14/06/19,4.2,19.7,10.3,13.7,100.0,58.6,87.1,15895.5
530,15/06/19,2.26,24.0,7.9,16.6,99.3,35.3,66.5,31422.9
531,16/06/19,4.95,24.9,10.6,18.1,93.2,39.3,64.0,30332.2
532,17/06/19,5.05,27.2,11.3,20.1,86.9,29.6,55.0,31163.8
533,18/06/19,5.5,25.9,12.8,19.3,85.7,35.4,58.2,30542.4
534,19/06/19,5.17,25.8,11.5,18.9,88.8,41.2,59.8,30823.0
535,20/06/19,5.18,24.5,12.1,18.1,98.2,44.6,72.2,30676.9
536,21/06/19,4.96,24.4,12.5,18.1,91.5,38.0,68.6,31015.6
537,22/06/19,4.85,27.1,12.2,20.4,88.4,38.3,58.9,30686.4
538,23/06/19,5.36,26.9,12.8,20.6,85.6,41.3,58.0,30533.5
539,24/06/19,5.34,27.6,13.8,21.0,83.0,39.9,58.2,30483.0
540,25/06/19,5.31,28.2,14.1,22.0,83.6,39.3,57.7,30145.9
541,26/06/19,5.4,26.7,14.9,20.3,89.2,46.7,67.8,28770.0
542,27/06/19,4.89,24.1,13.3,18.4,98.3,62.9,81.7,26134.2
543,28/06/19,4.13,28.3,12.7,20.6,94.2,46.3,70.6,30248.9
544,29/06/19,5.18,29.2,14.5,22.1,91.9,47.4,68.0,28617.7
545,30/06/19,5.15,27.7,14.5,21.5,89.8,51.7,70.1,28487.7
546,01/07/19,4.94,27.6,15.3,21.6,92.1,47.2,68.8,29546.0
547,02/07/19,5.13,26.0,14.1,19.8,89.0,51.2,69.9,30754.7
548,03/07/19,5.05,25.5,12.6,18.7,92.1,45.1,70.2,29941.3
549,04/07/19,4.86,26.3,11.6,19.8,95.8,42.0,65.3,30039.1
550,05/07/19,5.13,32.1,14.0,22.8,86.5,18.8,56.0,26510.4
551,06/07/19,5.09,32.1,19.3,23.9,73.2,18.8,53.0,21401.1
552,07/07/19,4.27,30.5,15.0,20.4,86.4,22.2,66.0,20045.8
553,08/07/19,3.61,25.0,12.3,17.8,98.6,41.2,73.5,28763.9
554,09/07/19,4.58,25.6,10.9,18.5,95.0,44.7,67.4,30877.5
555,10/07/19,5.05,28.2,11.8,20.4,87.7,37.6,61.9,29904.3
556,11/07/19,5.16,29.9,15.1,22.8,81.8,42.5,61.4,27714.1
557,12/07/19,5.14,28.1,18.4,22.5,83.7,51.6,69.1,21986.4
558,13/07/19,4.07,28.7,17.0,23.1,84.4,47.1,61.2,27928.3
559,14/07/19,5.01,29.9,16.8,23.4,86.8,32.3,58.8,29236.3
560,15/07/19,5.4,30.2,15.8,23.6,74.2,27.3,50.1,30546.0
561,16/07/19,5.69,30.1,15.8,24.0,74.8,35.5,54.5,28876.1
562,17/07/19,5.41,26.6,14.2,20.2,86.2,40.3,68.6,29428.9
563,18/07/19,4.9,28.1,11.9,20.7,89.0,34.0,59.4,29707.2
564,19/07/19,5.2,31.6,16.7,24.1,72.6,31.0,53.6,27136.3
565,20/07/19,5.22,30.8,19.1,24.8,78.5,42.8,59.7,28762.3
566,21/07/19,5.43,30.1,19.2,24.6,82.0,47.4,64.4,28159.5
567,22/07/19,5.16,32.0,19.1,25.8,85.1,40.5,62.0,27794.4
568,23/07/19,5.3,31.5,19.4,26.4,79.1,30.2,56.0,28108.8
569,24/07/19,5.44,33.5,18.1,27.4,86.3,28.6,50.7,28981.7
570,25/07/19,6.39,32.8,19.5,27.0,73.4,27.5,46.1,27947.1
571,26/07/19,5.65,29.2,17.5,22.6,85.2,21.8,59.9,28438.5
572,27/07/19,5.19,27.7,14.5,20.2,98.9,17.9,61.5,29662.7
573,28/07/19,5.12,27.1,12.4,19.9,84.0,42.9,61.7,28803.9
574,29/07/19,4.9,27.3,14.1,20.8,93.5,37.3,68.8,28483.0
575,30/07/19,4.88,28.7,15.1,21.9,84.3,42.6,61.4,26512.2
576,31/07/19,4.87,31.5,16.2,24.2,85.2,32.9,54.7,28768.3
577,01/08/19,5.37,30.8,16.6,24.0,83.5,41.3,61.4,27995.1
578,02/08/19,5.2,29.6,16.7,23.4,93.7,47.7,68.5,28496.7
579,03/08/19,5.12,28.6,17.0,22.8,85.2,43.8,61.4,26730.3
580,04/08/19,4.84,29.6,17.0,23.3,83.1,41.3,60.7,27398.3
581,05/08/19,4.92,30.6,17.2,24.4,82.6,41.4,58.4,26481.7
582,06/08/19,4.99,34.2,21.4,26.6,70.8,16.0,51.0,17427.2
583,07/08/19,4.03,32.3,21.6,26.8,62.6,30.7,46.9,22923.5
584,08/08/19,4.7,34.3,21.2,28.2,62.8,22.2,40.1,26373.0
585,09/08/19,5.43,30.8,18.8,25.5,65.7,35.4,48.9,25635.6
586,10/08/19,4.97,30.7,20.1,25.4,69.0,34.4,52.7,23887.8
587,11/08/19,4.69,28.2,17.3,22.1,87.3,39.3,60.1,23821.6
588,12/08/19,4.27,28.1,15.1,21.6,72.1,25.6,45.8,26575.4
589,13/08/19,4.77,29.8,15.4,23.1,67.9,28.1,45.0,26843.0
590,14/08/19,4.95,33.6,15.8,25.5,65.2,26.6,43.6,27073.7
591,15/08/19,5.32,33.1,17.0,25.9,68.1,25.1,44.9,27346.9
592,16/08/19,5.49,33.5,17.3,25.7,66.2,17.8,46.3,27558.1
593,17/08/19,5.36,34.3,18.4,27.0,65.8,25.0,40.8,26049.4
594,18/08/19,5.32,31.1,16.5,24.2,72.1,28.9,51.2,26987.6
595,19/08/19,5.04,30.8,15.5,23.5,70.9,25.8,46.9,27074.5
596,20/08/19,5.11,29.0,14.0,21.7,70.0,24.8,47.3,26480.3
597,21/08/19,4.73,30.0,14.9,23.1,68.7,30.0,46.8,26153.4
598,22/08/19,4.86,34.2,17.2,26.6,66.6,24.1,41.7,25830.2
599,23/08/19,5.24,36.6,21.7,30.3,50.2,14.2,27.2,23025.9
600,24/08/19,5.57,35.3,21.1,29.2,50.3,14.3,27.9,26164.9
601,25/08/19,6.04,33.4,17.7,26.4,66.1,17.0,37.8,23800.9
602,26/08/19,5.06,27.7,16.2,21.1,80.3,42.5,65.5,22298.7
603,27/08/19,3.97,27.3,11.7,20.0,98.9,37.7,65.1,26231.9
604,28/08/19,4.48,32.5,15.4,24.8,69.9,20.1,39.6,25232.7
605,29/08/19,5.02,30.3,21.2,26.0,45.9,26.5,36.3,17214.6
606,30/08/19,4.07,32.1,19.0,26.4,71.3,28.5,44.4,26255.7
607,31/08/19,5.58,29.6,18.4,24.3,67.6,36.0,48.2,25442.9
608,01/09/19,4.83,31.3,16.8,24.9,70.5,25.9,46.7,26194.5
609,02/09/19,5.31,31.1,19.2,24.6,75.3,26.7,49.1,22328.8
610,03/09/19,5.03,31.9,16.5,24.4,63.8,23.3,40.1,23049.6
611,04/09/19,5.09,30.5,16.6,23.5,67.4,21.8,43.8,20412.8
612,05/09/19,4.17,29.4,15.4,22.2,66.9,30.3,50.1,25478.2
613,06/09/19,4.83,30.4,19.0,25.2,62.1,25.2,39.2,23956.3
614,07/09/19,5.32,25.7,15.3,19.6,97.2,40.4,70.5,8149.7
615,08/09/19,1.62,23.4,15.1,19.1,90.1,53.4,73.5,14862.0
616,09/09/19,2.64,27.2,12.9,20.0,95.1,29.2,67.4,24957.8
617,10/09/19,4.32,24.1,13.5,18.2,91.0,44.2,67.3,24181.7
618,11/09/19,4.13,22.0,9.8,16.2,94.2,32.3,62.5,25609.4
619,12/09/19,4.05,21.3,11.2,16.1,87.4,41.7,60.8,20882.9
620,13/09/19,3.33,26.2,14.2,20.3,64.5,30.9,45.8,23349.0
621,14/09/19,4.2,27.6,15.1,21.8,65.3,31.3,43.6,24163.2
622,15/09/19,4.38,26.9,14.9,20.8,82.2,34.1,55.3,24498.1
623,16/09/19,4.24,27.9,12.1,20.6,88.4,33.4,58.3,24073.8
624,17/09/19,4.23,28.5,16.4,22.4,80.0,29.8,54.4,20636.2
625,18/09/19,3.87,24.9,13.7,19.5,87.9,49.5,69.0,22688.8
626,19/09/19,3.75,27.1,13.0,20.5,89.5,31.4,60.1,22583.8
627,20/09/19,3.93,27.3,15.4,20.5,85.2,34.5,59.9,19348.2
628,21/09/19,3.47,26.6,14.3,20.1,86.7,36.8,63.0,17920.4
629,22/09/19,3.21,25.1,14.4,19.0,91.9,43.5,70.2,21700.0
630,23/09/19,3.64,26.6,12.3,19.3,93.7,44.5,67.2,22439.6
631,24/09/19,3.81,29.0,12.9,21.5,84.2,30.4,57.5,22969.9
632,25/09/19,4.12,28.2,13.3,20.6,81.8,21.1,50.8,22616.4
633,26/09/19,3.95,31.2,13.7,22.9,68.4,23.6,45.5,22121.6
634,27/09/19,4.14,30.5,15.4,23.3,65.3,24.2,43.2,21808.6
635,28/09/19,4.04,31.7,16.8,24.8,45.2,17.7,29.6,21831.4
636,29/09/19,4.23,31.6,18.6,24.8,52.8,18.7,32.1,21545.7
637,30/09/19,4.29,32.8,18.5,25.8,34.9,12.5,24.3,19463.1
638,01/10/19,4.14,29.3,14.6,24.1,63.9,20.2,32.2,21586.7
639,02/10/19,4.57,24.8,10.2,17.7,91.0,32.0,56.8,22501.2
640,03/10/19,3.73,25.0,9.7,16.7,91.7,34.3,64.9,21396.9
641,04/10/19,3.4,26.6,11.2,18.4,60.4,15.4,35.8,22637.9
642,05/10/19,3.82,27.5,10.8,19.5,68.8,19.1,41.6,21717.8
643,06/10/19,3.76,27.6,11.2,19.3,65.3,24.7,47.7,21462.7
644,07/10/19,3.73,28.5,12.1,19.9,62.5,17.1,39.9,21568.6
645,08/10/19,3.94,30.0,12.3,21.9,43.2,13.3,27.8,21029.7
646,09/10/19,4.0,28.9,14.7,21.3,62.0,20.3,38.3,19822.5
647,10/10/19,3.68,28.2,13.0,21.2,63.6,21.8,39.0,16322.5
648,11/10/19,3.22,27.1,16.8,21.5,64.3,29.7,45.7,13745.0
649,12/10/19,2.69,26.3,15.1,20.2,82.4,34.7,57.5,19195.8
650,13/10/19,3.43,29.5,13.8,21.9,68.8,21.6,40.7,19275.5
651,14/10/19,3.98,22.5,13.2,17.1,98.5,37.0,74.7,17330.3
652,15/10/19,2.77,19.4,9.6,14.5,98.9,52.8,79.7,18634.7
653,16/10/19,2.68,20.9,6.9,14.1,93.6,45.2,66.9,19890.0
654,17/10/19,3.03,20.5,7.2,14.0,87.2,36.8,63.8,19792.0
655,18/10/19,3.0,22.4,7.8,15.1,85.1,39.8,63.2,19223.6
656,19/10/19,3.01,22.0,8.2,15.6,85.9,33.9,62.0,17446.3
657,20/10/19,2.85,15.5,9.7,11.9,100.0,62.0,89.5,3278.5
658,21/10/19,0.5,13.1,8.4,10.7,98.4,73.7,90.6,7707.6
659,22/10/19,1.02,11.9,5.9,8.0,98.8,66.3,86.8,10351.8
660,23/10/19,1.2,12.7,6.8,9.3,95.4,65.1,80.4,10778.4
661,24/10/19,1.42,16.6,5.0,10.5,94.0,53.4,74.8,19389.8
662,25/10/19,2.55,25.8,9.0,17.1,64.6,17.3,40.5,18889.4
663,26/10/19,3.19,26.5,12.3,19.0,58.7,25.9,40.8,18048.2
664,27/10/19,3.23,24.3,12.5,17.8,66.3,28.2,49.8,17832.6
665,28/10/19,3.1,21.9,11.8,15.9,95.9,58.0,75.5,11970.7
666,29/10/19,1.88,21.3,11.5,16.1,95.4,60.8,80.2,10322.1
667,30/10/19,1.6800000000000002,20.5,11.0,15.3,96.1,52.7,75.2,17201.8
668,31/10/19,2.54,20.6,10.0,15.4,93.9,47.0,75.4,15822.2
669,01/11/19,2.38,21.1,13.8,16.5,94.2,61.7,83.0,13975.3
670,02/11/19,2.11,22.2,12.2,16.7,93.7,46.5,73.6,12704.4
671,03/11/19,2.34,19.3,13.0,15.5,100.0,60.1,83.5,10121.2
672,04/11/19,1.73,17.2,10.0,13.8,100.0,82.8,94.8,9859.3
